File,Subject Class URI,Subject Class Name,Predicate,Object Class URI,Object Class Name
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/SolutionProcessing,Solution Processing,subClassOf,http://semanticscience.org/resource/Procedure,Procedure,A procedure is a process that attempts to achieve one or more objectives by following an established set of actions.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_58c08428_03e2_446d_85e1_f94cc6682e2b,NuclidicMass,subClassOf,https://w3id.org/emmo#EMMO_3b1b64d1_60c9_4689_a300_eb9cd56e368b,AtomicAndNuclearPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_58c08428_03e2_446d_85e1_f94cc6682e2b,NuclidicMass,subClassOf,https://w3id.org/emmo#EMMO_3c947caf_4070_4c79_a3a3_e53274ac9944,InvariantMass,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Allotrope,allotrope,subClassOf,http://semanticscience.org/resource/ChemicalElement,chemical element,A chemical element is a (effectively) homogeneous substance composed of one type of atom.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/Particle,Particle,subClassOf,https://w3id.org/pmd/co/Object,Object,"A discernable, tangible or simulated entity that is processed in a process by a processing node."
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/MixingMethod,Mixing Method,subClassOf,http://semanticscience.org/resource/Procedure,Procedure,A procedure is a process that attempts to achieve one or more objectives by following an established set of actions.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Weak,weak,subClassOf,http://semanticscience.org/resource/Intensity,intensity,intensity is a quality that represents the strength or degree of something.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_efe73b0e_006b_417a_98a7_6db26b3ce2ac,ModulusOfImpedance,subClassOf,https://w3id.org/emmo#EMMO_e88f75d6_9a17_4cfc_bdf7_43d7cea5a9a1,Resistance,Inverse of 'ElectricalConductance'.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_45fec702_54cb_4508_b47e_bdc581229e22,FromNotProperShapeToWorkPiece,subClassOf,https://w3id.org/emmo#EMMO_dd4b7d81_28a9_4801_8831_4cbab217e362,ArchetypeForming,"A manufacturing in which it is formed a solid body with its shape from shapeless original material parts, whose cohesion is created during the process."
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Curvature,curvature,subClassOf,http://semanticscience.org/resource/Shape,shape,shape is the quality of a bearer that relates to its spatial extent.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#VoltPerSquareMetre,Volt per Square Metre,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#VoltPerSquareMetre,Volt per Square Metre,subClassOf,https://w3id.org/emmo#EMMO_a5111335_6d14_49d9_ba7a_10c10b2189e7,ElectricPotentialPerAreaUnit,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/SoundArgument,sound argument,subClassOf,http://semanticscience.org/resource/ValidArgument,valid argument,A valid argument is an argument where the truth of the conclusion is a logical consequence of the premises and (consequently) its corresponding conditional is a necessary truth.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_5c736993_31b7_5839_aa36_38b6cd8b41a2,BerkeliumSymbol,subClassOf,https://w3id.org/emmo#EMMO_4f40def1_3cd7_4067_9596_541e9a5134cf,ChemicalElement,"The IUPAC Gold Book defines the a chemical element both as:
- a species of atoms; all atoms with the same number of protons in the atomic nucleus
-  a pure chemical substance composed of atoms with the same number of protons in the atomic nucleus

This qualifies a chemical element as a name and not a matter obejct that can stand for an atom or a substance."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_c2d725c3_9c16_4871_9a86_7afa12fc0a01,LinearEnergyTransfer,subClassOf,https://w3id.org/emmo#EMMO_2946d40b_24a1_47fa_8176_e3f79bb45064,ISQDerivedQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_c2d725c3_9c16_4871_9a86_7afa12fc0a01,LinearEnergyTransfer,subClassOf,https://w3id.org/emmo#EMMO_3b1b64d1_60c9_4689_a300_eb9cd56e368b,AtomicAndNuclearPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Township,township,subClassOf,http://semanticscience.org/resource/GeopoliticalRegion,geopolitical region,a geopolitical region is a geographic region recognized by social or legal convention.
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Reagent,reagent,subClassOf,http://semanticscience.org/resource/HeterogeneousSubstance,heterogeneous substance,A heterogeneous substance is a chemical substance that is composed of more than one different kind of component.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_e04884d9_eda6_487e_93d5_7722d7eda96b,Persistence,subClassOf,https://w3id.org/emmo#EMMO_49267eba_5548_4163_8f36_518d65b583f9,Perspective,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_e04884d9_eda6_487e_93d5_7722d7eda96b,Persistence,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,http://materialsmine.org/ns/XRayDiffractionAndScattering,XRay Diffraction and Scattering,subClassOf,http://semanticscience.org/resource/Measuring,measuring,"measuring is the process of determining the size, amount, or degree of (something) by using an instrument or device marked in standard units"
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_d02c92e0_99ba_4c09_b01f_0d7a7dd7b24e,LengthTemperatureUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_d02c92e0_99ba_4c09_b01f_0d7a7dd7b24e,LengthTemperatureUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_04cc9451_5306_45d0_8554_22cee4d6e785,Inductance,subClassOf,https://w3id.org/emmo#EMMO_2946d40b_24a1_47fa_8176_e3f79bb45064,ISQDerivedQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_04cc9451_5306_45d0_8554_22cee4d6e785,Inductance,subClassOf,https://w3id.org/emmo#EMMO_af794e9d_dc7d_4756_83e1_2cd0e2ec864e,ElectromagneticQuantity,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Passion,passion,subClassOf,http://semanticscience.org/resource/Desire,desire,desire is a strong emotion of wanting to have something or wishing for something to happen.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_5a0f35b8_d18e_4570_a94e_ee84b13bb7bc,InfiniteMultiplicationFactor,subClassOf,https://w3id.org/emmo#EMMO_3b1b64d1_60c9_4689_a300_eb9cd56e368b,AtomicAndNuclearPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_5a0f35b8_d18e_4570_a94e_ee84b13bb7bc,InfiniteMultiplicationFactor,subClassOf,https://w3id.org/emmo#EMMO_a66427d1_9932_4363_9ec5_7d91f2bfda1e,ISQDimensionlessQuantity,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Locomotion,locomotion,subClassOf,http://semanticscience.org/resource/ActiveMovement,active movement,active movement is the process in which an object is spatially displaced using some chemical energy.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_a18a3e9b_7e3d_44bf_9640_c8634e770ba8,FrictionCoefficient,subClassOf,https://w3id.org/emmo#EMMO_a66427d1_9932_4363_9ec5_7d91f2bfda1e,ISQDimensionlessQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_a18a3e9b_7e3d_44bf_9640_c8634e770ba8,FrictionCoefficient,subClassOf,https://w3id.org/emmo#EMMO_be76ad52_2e29_4202_be6f_0a15eb9c1817,MechanicalQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/Initiator,Initiator,subClassOf,http://www.w3.org/ns/prov#Person,,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_f508dec1_e2d8_43d5_ae65_c386c7b330f9,SquareTimePerMassUnit,subClassOf,https://w3id.org/emmo#EMMO_9895a1b4_f0a5_4167_ac5e_97db40b8bfcc,SIDimensionalUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_f508dec1_e2d8_43d5_ae65_c386c7b330f9,SquareTimePerMassUnit,equivalentClass,Complex class expression,,Complex class expression
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_3cae45cc_3b57_469c_a695_713735886f31,ElectronAffinity,subClassOf,https://w3id.org/emmo#EMMO_31ec09ba_1713_42cb_83c7_b38bf6f9ced2,Energy,"Energy is often defined as ""ability of a system to perform work"", but it might be misleading since is not necessarily available to do work."
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_3cae45cc_3b57_469c_a695_713735886f31,ElectronAffinity,subClassOf,https://w3id.org/emmo#EMMO_c29603f5_95e8_42f5_ab0c_f3bcf3166d53,CondensedMatterPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_3967de47_343f_4bab_aada_b4bec73d11da,InspectionDevice,subClassOf,https://w3id.org/emmo#EMMO_494b372c_cfdf_47d3_a4de_5e037c540de8,Equipment,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_e0136ad7_1435_5292_9ed6_9848b481d503,HolmiumSymbol,subClassOf,https://w3id.org/emmo#EMMO_4f40def1_3cd7_4067_9596_541e9a5134cf,ChemicalElement,"The IUPAC Gold Book defines the a chemical element both as:
- a species of atoms; all atoms with the same number of protons in the atomic nucleus
-  a pure chemical substance composed of atoms with the same number of protons in the atomic nucleus

This qualifies a chemical element as a name and not a matter obejct that can stand for an atom or a substance."
../Ontologies/materialsmine_converted.ttl,http://purl.org/ontology/bibo/Hearing,Hearing,subClassOf,http://purl.org/NET/c4dm/event.owl#Event,,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Moderate,moderate,subClassOf,http://semanticscience.org/resource/Intensity,intensity,intensity is a quality that represents the strength or degree of something.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#CoulombPerCubicMilliMetre,Coulomb Per Cubic Millimetre,subClassOf,https://w3id.org/emmo#EMMO_60b78cc3_6011_4134_95ab_956f56d4bdc1,SINonCoherentDerivedUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#CoulombPerCubicMilliMetre,Coulomb Per Cubic Millimetre,subClassOf,https://w3id.org/emmo#EMMO_8f36559a_a494_4b00_abc5_60bbc1475009,ElectricChargeDensityUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/TestPiece,Prüfkörper,subClassOf,https://w3id.org/pmd/co/Sample,Probe,"Portion of material, usually selected from a larger quantity of material, collected and taken away for testing"
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#WattPerSquareMetreSteradian,Watt per Square Metre Steradian,subClassOf,https://w3id.org/emmo#EMMO_1273eb34_de48_43a9_925f_104110469dd2,SICoherentDerivedUnit,This class collects all units that are products or powers of SI base or SI special units only.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#WattPerSquareMetreSteradian,Watt per Square Metre Steradian,subClassOf,https://w3id.org/emmo#EMMO_539d8d92_d3a5_4f46_858f_081fed5b4190,PowerDensityUnit,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_b3dfa085_5206_5868_b060_13efa01caf8e,BromineAtom,subClassOf,https://w3id.org/emmo#EMMO_eb77076b_a104_42ac_a065_798b2d2809ad,ChemicalElement,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_9f33b66d_f2d6_47d0_b163_deeb3d45685a,PackingFraction,subClassOf,https://w3id.org/emmo#EMMO_3b1b64d1_60c9_4689_a300_eb9cd56e368b,AtomicAndNuclearPhysicsQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_9f33b66d_f2d6_47d0_b163_deeb3d45685a,PackingFraction,subClassOf,https://w3id.org/emmo#EMMO_a66427d1_9932_4363_9ec5_7d91f2bfda1e,ISQDimensionlessQuantity,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/ProstheticGroupRole,prosthetic group role,subClassOf,http://semanticscience.org/resource/Co-enzymeRole,co-enzyme role,A co-factor role in which the chemical entity is modified during catalysis and must be regenerated.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_74a096dd_cc83_4c7e_b704_0541620ff18d,MagneticPolarisation,subClassOf,https://w3id.org/emmo#EMMO_961d1aba_f75e_4411_aaa4_457f7516ed6b,MagneticInduction,Often denoted B.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_b23e7251_a488_4732_8268_027ad76d7e37,Magnetization,subClassOf,https://w3id.org/emmo#EMMO_2946d40b_24a1_47fa_8176_e3f79bb45064,ISQDerivedQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_b23e7251_a488_4732_8268_027ad76d7e37,Magnetization,subClassOf,https://w3id.org/emmo#EMMO_af794e9d_dc7d_4756_83e1_2cd0e2ec864e,ElectromagneticQuantity,
../Ontologies/materialsmine_converted.ttl,https://w3id.org/pmd/co/Duration,Dauer,subClassOf,https://w3id.org/pmd/co/Time,Time,A nonspatial continuum that is measured in terms of events which succeed one another from past through present to future.
../Ontologies/materialsmine_converted.ttl,https://w3id.org/emmo#EMMO_43a4e80d_6ae9_45ed_8cfb_fd0a5339bf87,FundamentalInteraction,subClassOf,https://w3id.org/emmo#EMMO_e7aac247_31d6_4b2e_9fd2_e842b1b7ccac,CausalSystem,
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/IncreasedMolecularDegradationFromDecreasedRegulation,increased molecular degradation from decreased regulation,subClassOf,http://semanticscience.org/resource/RegulationOfMolecularDegradation,regulation of molecular degradation,"A process that modulates the frequency, rate or extent of process involved in the destruction of a molecule."
../Ontologies/materialsmine_converted.ttl,http://semanticscience.org/resource/Learning,learning,subClassOf,http://semanticscience.org/resource/Creating,creating,creating is the process in which an entity comes into existence.
../Ontologies/materialsmine_converted.ttl,http://purl.org/ontology/bibo/Report,Report,subClassOf,http://purl.org/ontology/bibo/Document,Document,"A document (noun) is a bounded physical representation of body of information designed with the capacity (and usually intent) to communicate. A document may manifest symbolic, diagrammatic or sensory-representational information."
../Ontologies/materialsmine_converted.ttl,http://purl.org/ontology/bibo/Report,Report,subClassOf,http://xmlns.com/foaf/0.1/Document,,
